id,hex,updated_at,deleted_at,country_code
11867,#000000,2024-02-08 08:51:38.898936+00,,ru
11868,#000000,2024-02-08 08:51:39.081809+00,,ru
11869,#000000,2024-02-08 08:51:39.262767+00,,ru
11871,#000000,2024-02-08 08:51:39.657189+00,,ru
11872,#000000,2024-02-08 08:51:39.862643+00,,ru
11873,#000000,2024-02-08 08:51:39.967509+00,,ru
11874,#000000,2024-02-08 08:51:40.193815+00,,ru
11877,#000000,2024-02-08 08:51:40.754146+00,,ru
11878,#000000,2024-02-08 08:51:40.970647+00,,ru
11879,#000000,2024-02-08 08:51:41.148793+00,,ru
11880,#000000,2024-02-08 08:51:41.258453+00,,ru
11881,#000000,2024-02-08 08:51:41.497559+00,,ru
11882,#000000,2024-02-08 08:51:41.693936+00,,ru
11883,#000000,2024-02-08 08:51:41.891764+00,,ru
11884,#000000,2024-02-08 08:51:42.041775+00,,ru
11885,#000000,2024-02-08 08:51:42.244144+00,,ru
11886,#000000,2024-02-08 08:51:42.510952+00,,ru
11887,#000000,2024-02-08 08:51:42.684057+00,,ru
11888,#000000,2024-02-08 08:51:42.85864+00,,ru
11889,#000000,2024-02-08 08:51:42.966009+00,,ru
11890,#000000,2024-02-08 08:51:43.162451+00,,ru
11891,#000000,2024-02-08 08:51:43.311048+00,,ru
11892,#000000,2024-02-08 08:51:43.558183+00,,ru
11893,#000000,2024-02-08 08:51:43.764805+00,,ru
11894,#000000,2024-02-08 08:51:43.919986+00,,ru
11895,#000000,2024-02-08 08:51:44.035667+00,,ru
11896,#000000,2024-02-08 08:51:44.199797+00,,ru
11897,#000000,2024-02-08 08:51:44.48257+00,,ru
11898,#000000,2024-02-08 08:51:44.687083+00,,ru
11899,#000000,2024-02-08 08:51:44.884188+00,,ru
11900,#000000,2024-02-08 08:51:45.063107+00,,ru
11901,#000000,2024-02-08 08:51:45.276478+00,,ru
11902,#000000,2024-02-08 08:51:45.470584+00,,ru
11903,#000000,2024-02-08 08:51:45.664987+00,,ru
11904,#000000,2024-02-08 08:51:45.840207+00,,ru
11905,#000000,2024-02-08 08:51:46.063822+00,,ru
11906,#000000,2024-02-08 08:51:46.288286+00,,ru
11907,#000000,2024-02-08 08:51:46.55546+00,,ru
11908,#000000,2024-02-08 08:51:46.729211+00,,ru
11909,#000000,2024-02-08 08:51:46.907563+00,,ru
11910,#000000,2024-02-08 08:51:47.098092+00,,ru
11911,#000000,2024-02-08 08:51:47.318612+00,,ru
11912,#000000,2024-02-08 08:51:47.432398+00,,ru
11913,#000000,2024-02-08 08:51:47.700305+00,,ru
11914,#000000,2024-02-08 08:51:47.880277+00,,ru
11915,#000000,2024-02-08 08:51:48.093997+00,,ru
11916,#000000,2024-02-08 08:51:48.296247+00,,ru
11917,#000000,2024-02-08 08:51:48.486373+00,,ru
11918,#000000,2024-02-08 08:51:48.69012+00,,ru
11919,#000000,2024-02-08 08:51:48.870938+00,,ru
11920,#000000,2024-02-08 08:51:49.051008+00,,ru
11921,#000000,2024-02-08 08:51:49.150963+00,,ru
11922,#000000,2024-02-08 08:51:49.300942+00,,ru
11923,#000000,2024-02-08 08:51:49.47201+00,,ru
11924,#000000,2024-02-08 08:51:49.671136+00,,ru
11925,#000000,2024-02-08 08:51:49.771804+00,,ru
11926,#000000,2024-02-08 08:51:49.968989+00,,ru
11927,#000000,2024-02-08 08:51:50.064085+00,,ru
11928,#000000,2024-02-08 08:51:50.272395+00,,ru
11929,#000000,2024-02-08 08:51:50.478306+00,,ru
11930,#000000,2024-02-08 08:51:50.58559+00,,ru
11932,#000000,2024-02-08 08:51:50.960174+00,,ru
11933,#000000,2024-02-08 08:51:51.070159+00,,ru
11934,#000000,2024-02-08 08:51:51.202636+00,,ru
11935,#000000,2024-02-08 08:51:51.404324+00,,ru
11936,#000000,2024-02-08 08:51:51.519404+00,,ru
11937,#000000,2024-02-08 08:51:51.739311+00,,ru
11938,#000000,2024-02-08 08:51:51.94438+00,,ru
11939,#000000,2024-02-08 08:51:52.175298+00,,ru
11940,#000000,2024-02-08 08:51:52.362637+00,,ru
11941,#000000,2024-02-08 08:51:52.515599+00,,ru
11942,#000000,2024-02-08 08:51:52.711257+00,,ru
11943,#000000,2024-02-08 08:51:52.907142+00,,ru
11944,#000000,2024-02-08 08:51:53.083496+00,,ru
11945,#000000,2024-02-08 08:51:53.28691+00,,ru
11946,#000000,2024-02-08 08:51:53.476838+00,,ru
11947,#000000,2024-02-08 08:51:53.673767+00,,ru
11948,#000000,2024-02-08 08:51:53.857301+00,,ru
11949,#000000,2024-02-08 08:51:54.071854+00,,ru
11950,#000000,2024-02-08 08:51:54.26786+00,,ru
11951,#000000,2024-02-08 08:51:54.472384+00,,ru
11952,#000000,2024-02-08 08:51:54.582885+00,,ru
11953,#000000,2024-02-08 08:51:54.775936+00,,ru
11954,#000000,2024-02-08 08:51:54.971032+00,,ru
11955,#000000,2024-02-08 08:51:55.153856+00,,ru
11956,#000000,2024-02-08 08:51:55.36012+00,,ru
11957,#000000,2024-02-08 08:51:55.617137+00,,ru
11958,#000000,2024-02-08 08:51:55.711603+00,,ru
11959,#000000,2024-02-08 08:51:55.825323+00,,ru
11960,#000000,2024-02-08 08:51:55.93088+00,,ru
11961,#000000,2024-02-08 08:51:56.128787+00,,ru
11962,#000000,2024-02-08 08:51:56.274821+00,,ru
11963,#000000,2024-02-08 08:51:56.394329+00,,ru
11964,#000000,2024-02-08 08:51:56.503664+00,,ru
11965,#000000,2024-02-08 08:51:56.730298+00,,ru
11966,#000000,2024-02-08 08:51:56.90528+00,,ru
11967,#000000,2024-02-08 08:51:57.118053+00,,ru
11968,#000000,2024-02-08 08:51:57.352909+00,,ru
11969,#000000,2024-02-08 08:51:57.564252+00,,ru
11970,#000000,2024-02-08 08:51:57.783591+00,,ru
11971,#000000,2024-02-08 08:51:58.044537+00,,ru
11972,#000000,2024-02-08 08:51:58.260584+00,,ru
12062,#000000,2024-02-08 08:52:09.322667+00,,ru
12106,#000000,2024-02-08 08:52:14.52527+00,,ru
12120,#000000,2024-02-08 08:52:16.320022+00,,rw
12121,#000000,2024-02-08 08:52:16.527316+00,,sa
12122,#000000,2024-02-08 08:52:16.809651+00,,sa
12123,#000000,2024-02-08 08:52:16.986073+00,,sa
12125,#000000,2024-02-08 08:52:17.440491+00,,sa
12126,#000000,2024-02-08 08:52:17.65848+00,,sa
12127,#000000,2024-02-08 08:52:17.833909+00,,sa
12128,#000000,2024-02-08 08:52:18.050948+00,,sa
12129,#000000,2024-02-08 08:52:18.248299+00,,sa
12130,#000000,2024-02-08 08:52:18.414922+00,,sa
12131,#000000,2024-02-08 08:52:18.640143+00,,sa
12132,#000000,2024-02-08 08:52:18.904437+00,,sa
12133,#000000,2024-02-08 08:52:19.079111+00,,sa
12134,#000000,2024-02-08 08:52:19.247518+00,,sa
12135,#000000,2024-02-08 08:52:19.485567+00,,sa
12136,#000000,2024-02-08 08:52:19.701755+00,,sa
12137,#000000,2024-02-08 08:52:19.87085+00,,sa
12138,#000000,2024-02-08 08:52:20.085999+00,,sa
12139,#000000,2024-02-08 08:52:20.249807+00,,sa
12140,#000000,2024-02-08 08:52:20.454333+00,,sa
12141,#000000,2024-02-08 08:52:20.717834+00,,sa
12142,#000000,2024-02-08 08:52:20.942278+00,,sa
12143,#000000,2024-02-08 08:52:21.150655+00,,sa
12144,#000000,2024-02-08 08:52:21.307283+00,,sa
12145,#000000,2024-02-08 08:52:21.435299+00,,sa
12146,#000000,2024-02-08 08:52:21.642676+00,,sa
12147,#000000,2024-02-08 08:52:21.837801+00,,sa
12148,#000000,2024-02-08 08:52:21.987297+00,,sa
12149,#000000,2024-02-08 08:52:22.216285+00,,sa
12150,#000000,2024-02-08 08:52:22.478586+00,,sa
12151,#000000,2024-02-08 08:52:22.673343+00,,sa
12152,#000000,2024-02-08 08:52:22.890526+00,,sa
12153,#000000,2024-02-08 08:52:23.057873+00,,sa
12154,#000000,2024-02-08 08:52:23.242246+00,,sa
12155,#000000,2024-02-08 08:52:23.421645+00,,sa
12156,#000000,2024-02-08 08:52:23.619805+00,,sa
12157,#000000,2024-02-08 08:52:23.830031+00,,sa
12158,#000000,2024-02-08 08:52:24.054338+00,,sa
12159,#000000,2024-02-08 08:52:24.266689+00,,sa
12160,#000000,2024-02-08 08:52:24.540668+00,,sa
12161,#000000,2024-02-08 08:52:24.708333+00,,sa
12162,#000000,2024-02-08 08:52:24.879838+00,,sa
12163,#000000,2024-02-08 08:52:25.102099+00,,sa
12164,#000000,2024-02-08 08:52:25.270341+00,,sa
12165,#000000,2024-02-08 08:52:25.463964+00,,sa
12166,#000000,2024-02-08 08:52:25.664511+00,,sa
12167,#000000,2024-02-08 08:52:25.852158+00,,sa
12168,#000000,2024-02-08 08:52:26.041575+00,,sa
12169,#000000,2024-02-08 08:52:26.234945+00,,sa
12170,#000000,2024-02-08 08:52:26.415399+00,,sa
12171,#000000,2024-02-08 08:52:26.512368+00,,sa
12172,#000000,2024-02-08 08:52:26.687841+00,,sa
12173,#000000,2024-02-08 08:52:26.890599+00,,sa
12174,#000000,2024-02-08 08:52:27.109486+00,,sa
12175,#000000,2024-02-08 08:52:27.325558+00,,sb
12176,#000000,2024-02-08 08:52:27.505127+00,,sd
12177,#000000,2024-02-08 08:52:27.673607+00,,sd
12180,#000000,2024-02-08 08:52:28.110582+00,,sd
12181,#000000,2024-02-08 08:52:28.307639+00,,sd
12182,#000000,2024-02-08 08:52:28.512639+00,,sd
12183,#000000,2024-02-08 08:52:28.689883+00,,sd
12184,#000000,2024-02-08 08:52:28.991216+00,,sd
12185,#000000,2024-02-08 08:52:29.183829+00,,sd
12186,#000000,2024-02-08 08:52:29.373093+00,,sd
12187,#000000,2024-02-08 08:52:29.624306+00,,sd
12188,#000000,2024-02-08 08:52:29.815763+00,,sd
12189,#000000,2024-02-08 08:52:30.085769+00,,sd
12190,#000000,2024-02-08 08:52:30.254768+00,,sd
12191,#000000,2024-02-08 08:52:30.468621+00,,sd
12192,#000000,2024-02-08 08:52:30.650994+00,,sd
12193,#000000,2024-02-08 08:52:30.82524+00,,sd
12194,#000000,2024-02-08 08:52:31.043745+00,,sd
12195,#000000,2024-02-08 08:52:31.232937+00,,sd
12196,#000000,2024-02-08 08:52:31.461238+00,,sd
12197,#000000,2024-02-08 08:52:31.576278+00,,sd
12198,#000000,2024-02-08 08:52:31.817981+00,,sd
12199,#000000,2024-02-08 08:52:32.030328+00,,sd
12200,#000000,2024-02-08 08:52:32.247774+00,,sd
12201,#000000,2024-02-08 08:52:32.500056+00,,sd
12202,#000000,2024-02-08 08:52:32.677595+00,,sd
12203,#000000,2024-02-08 08:52:32.864766+00,,sd
12204,#000000,2024-02-08 08:52:33.056128+00,,sd
12205,#000000,2024-02-08 08:52:33.229305+00,,sd
12206,#000000,2024-02-08 08:52:33.416155+00,,sd
12207,#000000,2024-02-08 08:52:33.586033+00,,sd
12208,#000000,2024-02-08 08:52:33.760648+00,,sd
12209,#000000,2024-02-08 08:52:33.961957+00,,sd
12210,#000000,2024-02-08 08:52:34.160374+00,,sd
12211,#000000,2024-02-08 08:52:34.386753+00,,sd
12212,#000000,2024-02-08 08:52:34.534976+00,,sd
12213,#000000,2024-02-08 08:52:34.749587+00,,sd
12214,#000000,2024-02-08 08:52:34.947124+00,,sd
12215,#000000,2024-02-08 08:52:35.16725+00,,sd
12216,#000000,2024-02-08 08:52:35.364268+00,,sd
12217,#000000,2024-02-08 08:52:35.585454+00,,sd
12218,#000000,2024-02-08 08:52:35.803838+00,,sd
12219,#000000,2024-02-08 08:52:35.946471+00,,sd
12220,#000000,2024-02-08 08:52:36.119195+00,,sd
12221,#000000,2024-02-08 08:52:36.328003+00,,sd
12223,#000000,2024-02-08 08:52:36.746072+00,,sd
12224,#000000,2024-02-08 08:52:36.970429+00,,sd
12225,#000000,2024-02-08 08:52:37.150203+00,,sd
12226,#000000,2024-02-08 08:52:37.373399+00,,sd
12227,#000000,2024-02-08 08:52:37.629006+00,,sd
12228,#000000,2024-02-08 08:52:37.768962+00,,sd
12229,#000000,2024-02-08 08:52:38.009828+00,,sd
12230,#000000,2024-02-08 08:52:38.227321+00,,sd
12231,#000000,2024-02-08 08:52:38.455176+00,,sd
12232,#000000,2024-02-08 08:52:38.626843+00,,sd
12235,#000000,2024-02-08 08:52:39.144494+00,,sd
12236,#000000,2024-02-08 08:52:39.314957+00,,sd
12237,#000000,2024-02-08 08:52:39.418378+00,,sd
12238,#000000,2024-02-08 08:52:39.658545+00,,sd
12239,#000000,2024-02-08 08:52:40.001562+00,,sd
12240,#000000,2024-02-08 08:52:40.195367+00,,sd
12241,#000000,2024-02-08 08:52:40.373141+00,,sd
12242,#000000,2024-02-08 08:52:40.57894+00,,sd
12243,#000000,2024-02-08 08:52:40.684187+00,,se
12246,#000000,2024-02-08 08:52:41.142828+00,,sg
12248,#000000,2024-02-08 08:52:41.351532+00,,sk
12249,#000000,2024-02-08 08:52:41.516319+00,,sk
12250,#000000,2024-02-08 08:52:41.61579+00,,sk
12251,#000000,2024-02-08 08:52:41.822161+00,,sk
12253,#000000,2024-02-08 08:52:42.051446+00,,sl
12254,#000000,2024-02-08 08:52:42.291794+00,,sl
12255,#000000,2024-02-08 08:52:42.485928+00,,sl
12256,#000000,2024-02-08 08:52:42.682705+00,,sl
12257,#000000,2024-02-08 08:52:42.788877+00,,sm
12258,#000000,2024-02-08 08:52:43.017234+00,,sn
12259,#000000,2024-02-08 08:52:43.206994+00,,sn
12260,#000000,2024-02-08 08:52:43.408634+00,,sn
12261,#000000,2024-02-08 08:52:43.620471+00,,sn
12262,#000000,2024-02-08 08:52:43.789097+00,,sn
12263,#000000,2024-02-08 08:52:44.008095+00,,sn
12264,#000000,2024-02-08 08:52:44.193777+00,,so
12265,#000000,2024-02-08 08:52:44.410371+00,,so
12266,#000000,2024-02-08 08:52:44.672852+00,,so
12267,#000000,2024-02-08 08:52:44.900992+00,,so
12268,#000000,2024-02-08 08:52:45.127424+00,,so
12269,#000000,2024-02-08 08:52:45.348626+00,,so
12270,#000000,2024-02-08 08:52:45.588143+00,,so
12271,#000000,2024-02-08 08:52:45.798006+00,,so
12272,#000000,2024-02-08 08:52:45.967923+00,,so
12273,#000000,2024-02-08 08:52:46.171706+00,,so
12274,#000000,2024-02-08 08:52:46.388299+00,,so
12275,#000000,2024-02-08 08:52:46.579195+00,,so
12276,#000000,2024-02-08 08:52:46.76572+00,,so
12277,#000000,2024-02-08 08:52:46.95549+00,,so
12278,#000000,2024-02-08 08:52:47.151761+00,,so
12279,#000000,2024-02-08 08:52:47.35626+00,,so
12280,#000000,2024-02-08 08:52:47.541181+00,,so
12281,#000000,2024-02-08 08:52:47.73165+00,,so
12282,#000000,2024-02-08 08:52:47.954987+00,,so
12283,#000000,2024-02-08 08:52:48.188433+00,,so
12284,#000000,2024-02-08 08:52:48.387222+00,,so
12285,#000000,2024-02-08 08:52:48.577919+00,,so
12286,#000000,2024-02-08 08:52:48.751466+00,,so
12287,#000000,2024-02-08 08:52:48.985452+00,,so
12288,#000000,2024-02-08 08:52:49.131731+00,,so
12289,#000000,2024-02-08 08:52:49.300358+00,,so
12290,#000000,2024-02-08 08:52:49.512478+00,,so
12291,#000000,2024-02-08 08:52:49.686522+00,,so
12293,#000000,2024-02-08 08:52:49.994086+00,,ss
12294,#000000,2024-02-08 08:52:50.186746+00,,ss
12295,#000000,2024-02-08 08:52:50.388669+00,,ss
12296,#000000,2024-02-08 08:52:50.589531+00,,ss
12297,#000000,2024-02-08 08:52:50.798557+00,,ss
12298,#000000,2024-02-08 08:52:50.975807+00,,ss
12299,#000000,2024-02-08 08:52:51.190692+00,,ss
12300,#000000,2024-02-08 08:52:51.383395+00,,ss
12301,#000000,2024-02-08 08:52:51.595689+00,,ss
12302,#000000,2024-02-08 08:52:51.715105+00,,ss
12303,#000000,2024-02-08 08:52:51.971457+00,,ss
12304,#000000,2024-02-08 08:52:52.180177+00,,ss
12305,#000000,2024-02-08 08:52:52.363731+00,,ss
12306,#000000,2024-02-08 08:52:52.468279+00,,ss
12307,#000000,2024-02-08 08:52:52.705889+00,,sv
12309,#000000,2024-02-08 08:52:53.027084+00,,sv
12310,#000000,2024-02-08 08:52:53.227127+00,,sy
12311,#000000,2024-02-08 08:52:53.419875+00,,sy
12312,#000000,2024-02-08 08:52:53.62541+00,,sy
12313,#000000,2024-02-08 08:52:53.801988+00,,sy
12314,#000000,2024-02-08 08:52:53.949034+00,,sy
12315,#000000,2024-02-08 08:52:54.131564+00,,sy
12316,#000000,2024-02-08 08:52:54.242357+00,,sy
12317,#000000,2024-02-08 08:52:54.433116+00,,sy
12318,#000000,2024-02-08 08:52:54.6208+00,,sy
12319,#000000,2024-02-08 08:52:54.730452+00,,sy
12320,#000000,2024-02-08 08:52:54.911322+00,,sy
12321,#000000,2024-02-08 08:52:55.085878+00,,sy
12322,#000000,2024-02-08 08:52:55.290496+00,,sy
12323,#000000,2024-02-08 08:52:55.477287+00,,sy
12324,#000000,2024-02-08 08:52:55.681672+00,,sy
12325,#000000,2024-02-08 08:52:55.846752+00,,sy
12326,#000000,2024-02-08 08:52:56.042552+00,,sy
12327,#000000,2024-02-08 08:52:56.188672+00,,sy
12328,#000000,2024-02-08 08:52:56.348709+00,,sy
12329,#000000,2024-02-08 08:52:56.556953+00,,sy
12330,#000000,2024-02-08 08:52:56.797105+00,,sy
12333,#000000,2024-02-08 08:52:57.249489+00,,td
12334,#000000,2024-02-08 08:52:57.458082+00,,td
12335,#000000,2024-02-08 08:52:57.685089+00,,td
12336,#000000,2024-02-08 08:52:57.920146+00,,td
12337,#000000,2024-02-08 08:52:58.2128+00,,td
12338,#000000,2024-02-08 08:52:58.399817+00,,td
12339,#000000,2024-02-08 08:52:58.652481+00,,td
12340,#000000,2024-02-08 08:52:58.819796+00,,td
12341,#000000,2024-02-08 08:52:58.973052+00,,td
12342,#000000,2024-02-08 08:52:59.162779+00,,td
12343,#000000,2024-02-08 08:52:59.376882+00,,td
12344,#000000,2024-02-08 08:52:59.601282+00,,td
12345,#000000,2024-02-08 08:52:59.788338+00,,td
12346,#000000,2024-02-08 08:52:59.970563+00,,td
12347,#000000,2024-02-08 08:53:00.178908+00,,td
12348,#000000,2024-02-08 08:53:00.385046+00,,td
12349,#000000,2024-02-08 08:53:00.575842+00,,td
12350,#000000,2024-02-08 08:53:00.780339+00,,td
12351,#000000,2024-02-08 08:53:00.999048+00,,td
12352,#000000,2024-02-08 08:53:01.173055+00,,td
12353,#000000,2024-02-08 08:53:01.362258+00,,td
12354,#000000,2024-02-08 08:53:01.48386+00,,td
12355,#000000,2024-02-08 08:53:01.706882+00,,td
12356,#000000,2024-02-08 08:53:01.905665+00,,td
12357,#000000,2024-02-08 08:53:02.132064+00,,td
12358,#000000,2024-02-08 08:53:02.301667+00,,td
12359,#000000,2024-02-08 08:53:02.477587+00,,td
12360,#000000,2024-02-08 08:53:02.652725+00,,td
12361,#000000,2024-02-08 08:53:02.869206+00,,td
12362,#000000,2024-02-08 08:53:03.085374+00,,td
12363,#000000,2024-02-08 08:53:03.257729+00,,td
12364,#000000,2024-02-08 08:53:03.481286+00,,td
12365,#000000,2024-02-08 08:53:03.725871+00,,td
12366,#000000,2024-02-08 08:53:03.939847+00,,td
12367,#000000,2024-02-08 08:53:04.120323+00,,td
12368,#000000,2024-02-08 08:53:04.317099+00,,td
12369,#000000,2024-02-08 08:53:04.518609+00,,td
12370,#000000,2024-02-08 08:53:04.746532+00,,td
12371,#000000,2024-02-08 08:53:04.973323+00,,td
12372,#000000,2024-02-08 08:53:05.164872+00,,td
12373,#000000,2024-02-08 08:53:05.274862+00,,td
12374,#000000,2024-02-08 08:53:05.472022+00,,td
12375,#000000,2024-02-08 08:53:05.690082+00,,td
12376,#000000,2024-02-08 08:53:05.860347+00,,td
12377,#000000,2024-02-08 08:53:06.069469+00,,td
12378,#000000,2024-02-08 08:53:06.258927+00,,td
12379,#000000,2024-02-08 08:53:06.451727+00,,td
12380,#000000,2024-02-08 08:53:06.5731+00,,td
12381,#000000,2024-02-08 08:53:06.771122+00,,td
12382,#000000,2024-02-08 08:53:06.976047+00,,td
12383,#000000,2024-02-08 08:53:07.296103+00,,td
12384,#000000,2024-02-08 08:53:07.494414+00,,td
12385,#000000,2024-02-08 08:53:07.694813+00,,td
12386,#000000,2024-02-08 08:53:07.929494+00,,td
12387,#000000,2024-02-08 08:53:08.136276+00,,td
12388,#000000,2024-02-08 08:53:08.447017+00,,td
12389,#000000,2024-02-08 08:53:08.654516+00,,td
12390,#000000,2024-02-08 08:53:08.844653+00,,td
12391,#000000,2024-02-08 08:53:09.068522+00,,td
12392,#000000,2024-02-08 08:53:09.277972+00,,td
12393,#000000,2024-02-08 08:53:09.4436+00,,td
12394,#000000,2024-02-08 08:53:09.62447+00,,td
12395,#000000,2024-02-08 08:53:09.850278+00,,td
12396,#000000,2024-02-08 08:53:10.08291+00,,td
12397,#000000,2024-02-08 08:53:10.303613+00,,td
12398,#000000,2024-02-08 08:53:10.417281+00,,th
12399,#000000,2024-02-08 08:53:10.663478+00,,th
12400,#000000,2024-02-08 08:53:10.896286+00,,th
12401,#000000,2024-02-08 08:53:11.053587+00,,th
12402,#000000,2024-02-08 08:53:11.219402+00,,th
12403,#000000,2024-02-08 08:53:11.434686+00,,th
12404,#000000,2024-02-08 08:53:11.635303+00,,th
12405,#000000,2024-02-08 08:53:11.827629+00,,th
12406,#000000,2024-02-08 08:53:11.936793+00,,th
12407,#000000,2024-02-08 08:53:12.148956+00,,th
12408,#000000,2024-02-08 08:53:12.373645+00,,th
12409,#000000,2024-02-08 08:53:12.590139+00,,th
12410,#000000,2024-02-08 08:53:12.79165+00,,th
12411,#000000,2024-02-08 08:53:12.988598+00,,th
12412,#000000,2024-02-08 08:53:13.165221+00,,th
12413,#000000,2024-02-08 08:53:13.418196+00,,th
12414,#000000,2024-02-08 08:53:13.610124+00,,th
12415,#000000,2024-02-08 08:53:13.87259+00,,th
12416,#000000,2024-02-08 08:53:14.032566+00,,th
12417,#000000,2024-02-08 08:53:14.228607+00,,th
12418,#000000,2024-02-08 08:53:14.443332+00,,th
12419,#000000,2024-02-08 08:53:14.56405+00,,th
12420,#000000,2024-02-08 08:53:14.755344+00,,th
12421,#000000,2024-02-08 08:53:14.946196+00,,th
12422,#000000,2024-02-08 08:53:15.143096+00,,th
12423,#000000,2024-02-08 08:53:15.327974+00,,th
12424,#000000,2024-02-08 08:53:15.4982+00,,th
12425,#000000,2024-02-08 08:53:15.722688+00,,th
12426,#000000,2024-02-08 08:53:15.935894+00,,th
12427,#000000,2024-02-08 08:53:16.114813+00,,th
12428,#000000,2024-02-08 08:53:16.330685+00,,tj
12429,#000000,2024-02-08 08:53:16.505846+00,,tj
12430,#000000,2024-02-08 08:53:16.702063+00,,tj
12432,#000000,2024-02-08 08:53:17.000298+00,,tj
12433,#000000,2024-02-08 08:53:17.210317+00,,tj
12435,#000000,2024-02-08 08:53:17.484248+00,,tl
12436,#000000,2024-02-08 08:53:17.687716+00,,tm
12437,#000000,2024-02-08 08:53:17.886703+00,,tm
12438,#000000,2024-02-08 08:53:18.097268+00,,tm
12439,#000000,2024-02-08 08:53:18.292454+00,,tm
12440,#000000,2024-02-08 08:53:18.488312+00,,tm
12441,#000000,2024-02-08 08:53:18.661543+00,,tm
12442,#000000,2024-02-08 08:53:18.869665+00,,tm
12443,#000000,2024-02-08 08:53:19.059785+00,,tm
12444,#000000,2024-02-08 08:53:19.251578+00,,tm
12445,#000000,2024-02-08 08:53:19.433583+00,,tm
12446,#000000,2024-02-08 08:53:19.592531+00,,tm
12447,#000000,2024-02-08 08:53:19.782683+00,,tm
12448,#000000,2024-02-08 08:53:19.993018+00,,tm
12449,#000000,2024-02-08 08:53:20.148841+00,,tm
12450,#000000,2024-02-08 08:53:20.357134+00,,tm
12451,#000000,2024-02-08 08:53:20.565236+00,,tm
12452,#000000,2024-02-08 08:53:20.769401+00,,tm
12453,#000000,2024-02-08 08:53:20.963939+00,,tm
12454,#000000,2024-02-08 08:53:21.154389+00,,tm
12455,#000000,2024-02-08 08:53:21.356545+00,,tm
12457,#000000,2024-02-08 08:53:21.75003+00,,tm
12458,#000000,2024-02-08 08:53:21.927934+00,,tm
12459,#000000,2024-02-08 08:53:22.13781+00,,tm
12460,#000000,2024-02-08 08:53:22.304078+00,,tm
12461,#000000,2024-02-08 08:53:22.487552+00,,tm
12463,#000000,2024-02-08 08:53:22.751028+00,,tm
12464,#000000,2024-02-08 08:53:22.967458+00,,tm
12465,#000000,2024-02-08 08:53:23.178003+00,,tm
12466,#000000,2024-02-08 08:53:23.348129+00,,tm
12467,#000000,2024-02-08 08:53:23.564572+00,,tm
12468,#000000,2024-02-08 08:53:23.747413+00,,tm
12470,#000000,2024-02-08 08:53:24.140842+00,,tm
12471,#000000,2024-02-08 08:53:24.340445+00,,tm
12472,#000000,2024-02-08 08:53:24.534192+00,,tm
12476,#000000,2024-02-08 08:53:25.11383+00,,tm
12478,#000000,2024-02-08 08:53:25.435994+00,,tm
12482,#000000,2024-02-08 08:53:25.963259+00,,tm
12485,#000000,2024-02-08 08:53:26.477274+00,,tm
12489,#000000,2024-02-08 08:53:26.922537+00,,tm
12492,#000000,2024-02-08 08:53:27.401494+00,,tm
12497,#000000,2024-02-08 08:53:28.077482+00,,tm
12505,#000000,2024-02-08 08:53:29.095444+00,,tm
12509,#000000,2024-02-08 08:53:29.615823+00,,tm
12511,#000000,2024-02-08 08:53:29.933387+00,,tn
12512,#000000,2024-02-08 08:53:30.048451+00,,tn
12513,#000000,2024-02-08 08:53:30.248482+00,,tn
12514,#000000,2024-02-08 08:53:30.45942+00,,tn
12515,#000000,2024-02-08 08:53:30.680111+00,,tn
12516,#000000,2024-02-08 08:53:30.894954+00,,tn
12517,#000000,2024-02-08 08:53:31.115236+00,,tn
12518,#000000,2024-02-08 08:53:31.292297+00,,tn
12519,#000000,2024-02-08 08:53:31.40096+00,,tn
12521,#000000,2024-02-08 08:53:31.748313+00,,tn
12522,#000000,2024-02-08 08:53:31.945304+00,,tn
12523,#000000,2024-02-08 08:53:32.051788+00,,tn
12524,#000000,2024-02-08 08:53:32.221257+00,,tn
12525,#000000,2024-02-08 08:53:32.33129+00,,tn
12526,#000000,2024-02-08 08:53:32.524517+00,,tn
12527,#000000,2024-02-08 08:53:32.624259+00,,tn
12528,#000000,2024-02-08 08:53:32.927807+00,,tn
12529,#000000,2024-02-08 08:53:33.122812+00,,tn
12530,#000000,2024-02-08 08:53:33.248437+00,,tr
12531,#000000,2024-02-08 08:53:33.362501+00,,tr
12532,#000000,2024-02-08 08:53:33.476466+00,,tr
12533,#000000,2024-02-08 08:53:33.585438+00,,tr
12534,#000000,2024-02-08 08:53:33.696274+00,,tr
12535,#000000,2024-02-08 08:53:33.932566+00,,tr
12536,#000000,2024-02-08 08:53:34.043533+00,,tr
12537,#000000,2024-02-08 08:53:34.220799+00,,tr
12538,#000000,2024-02-08 08:53:34.326363+00,,tr
12539,#000000,2024-02-08 08:53:34.551763+00,,tr
12540,#000000,2024-02-08 08:53:34.665789+00,,tr
12541,#000000,2024-02-08 08:53:34.770546+00,,tr
12542,#000000,2024-02-08 08:53:34.880146+00,,tr
12543,#000000,2024-02-08 08:53:34.991777+00,,tr
12544,#000000,2024-02-08 08:53:35.100661+00,,tr
12545,#000000,2024-02-08 08:53:35.293179+00,,tt
12546,#000000,2024-02-08 08:53:35.485739+00,,tt
12547,#000000,2024-02-08 08:53:35.702679+00,,tw
12548,#000000,2024-02-08 08:53:35.87993+00,,tw
12549,#000000,2024-02-08 08:53:36.08577+00,,tw
12550,#000000,2024-02-08 08:53:36.287699+00,,tw
